state,district,identity_stability_score,mobility_indicator,digital_instability_index,update_burden_index
Andhra Pradesh,Eluru,0.9998418255457787,0.11579073314636723,0.09667850865621681,51761625471.77702
Andhra Pradesh,Guntur,0.998808097731122,0.24076732744746207,0.18803540970137167,316483883500.3393
Andhra Pradesh,Hyderabad,0.9993757879754466,0.19414117258540878,0.15283917738023806,170819434375.94183
Andhra Pradesh,K.V.Rangareddy,0.9999755242876402,0.008144552319065353,0.00771305285844831,13948220064.781553
Andhra Pradesh,K.v. Rangareddy,0.9999756141116352,0.0,0.0,13278688524.632318
Andhra Pradesh,Kakinada,0.9996470497317252,0.1845003218012391,0.14725357064848024,96872536137.9319
Andhra Pradesh,Karim Nagar,0.9999440437319911,0.034114320154453266,0.02977340603573515,24337979094.26989
Andhra Pradesh,Karimnagar,0.9998614492915335,0.09193072350900298,0.0776363713437889,50091498285.02297
Andhra Pradesh,Khammam,0.9996242640642778,0.20650981410884828,0.1639962022352666,112846065007.44205
Andhra Pradesh,Krishna,0.9991560076484178,0.21415123093735355,0.16897730399862745,233563075007.95563
Andhra Pradesh,Kurnool,0.998312579787102,0.25274238006634425,0.19493567006384535,451808203356.7228
Andhra Pradesh,Mahabub Nagar,0.9998438079358055,0.13291040865190107,0.10924738978216014,41482867271.96808
Andhra Pradesh,Mahabubnagar,0.9999842667726038,0.0,0.0,10526315789.478947
Andhra Pradesh,Mahbubnagar,0.9998457136462783,0.08679298017618799,0.07165049958131998,51714932127.47412
Andhra Pradesh,Medak,0.9998095892503681,0.10871425119164882,0.09058482150547884,57696693273.80744
Andhra Pradesh,N. T. R,0.9995460105011196,0.21270112079985415,0.1683089516589218,123145038169.3254
Andhra Pradesh,Nalgonda,0.9996837627961499,0.2026719762596385,0.1601982251703247,93811074920.11221
Andhra Pradesh,Nandyal,0.9996808690726754,0.12111562690906769,0.1009714456300278,91822709164.1411
Andhra Pradesh,Nellore,0.999271000663251,0.2247956724714305,0.1755820218137527,200925512701.80707
Andhra Pradesh,Nizamabad,0.9998527843068807,0.07283573585549229,0.06139058629192547,49947540984.35252
Andhra Pradesh,Palnadu,0.9996903931949095,0.13276234909038254,0.10815171155092901,90144092219.81378
Andhra Pradesh,Parvathipuram Manyam,0.9997648360452974,0.13258936944618158,0.11162294951573731,77046548957.4991
Andhra Pradesh,Prakasam,0.9991272522144002,0.254031681776048,0.19676655888033476,236620970426.25424
Andhra Pradesh,Rangareddi,0.9996291130822113,0.15098658364515,0.12306074618107639,113270471465.86867
Andhra Pradesh,Spsr Nellore,1.0,0.0,0.0,0.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,0.9998176278047163,0.1001115279873325,0.0831491298957676,53424023691.26336
Andhra Pradesh,Sri Sathya Sai,0.9997730073172088,0.13770572284545116,0.11427940641477077,67381110374.59573
Andhra Pradesh,Srikakulam,0.9986441616608815,0.2748032448997578,0.21110057971951457,379260580714.0541
Andhra Pradesh,Tirupati,0.9997020145771557,0.13520894478678985,0.11010152724753625,80569748581.73987
Andhra Pradesh,Visakhapatanam,1.0,0.0,0.0,0.0
Andhra Pradesh,Visakhapatnam,0.9986359838463795,0.2544122168740307,0.19736754999660192,373897861595.7575
Andhra Pradesh,Vizianagaram,0.999033861628201,0.23641288214743533,0.1845899913811434,275020325207.72015
Andhra Pradesh,Warangal,0.9996266021312153,0.18375929024473717,0.1455082025851031,118395286857.86417
Andhra Pradesh,West Godavari,0.999185914453434,0.22897194039999333,0.17960870508077814,233214729308.7279
Andhra Pradesh,Y. S. R,0.9997082094744887,0.11823845024519075,0.09568600603229747,81942158477.16261
Arunachal Pradesh,Anjaw,0.9994496773835314,0.21168856242064854,0.16105885443861684,167027027028.8138
Arunachal Pradesh,Changlang,0.9993471208471608,0.19424808240299818,0.14952986414521452,149706744871.14255
Arunachal Pradesh,Dibang Valley,0.9998653765367418,0.05333740333599264,0.047476597475290046,57350427350.63675
Arunachal Pradesh,East Kameng,0.999158933362308,0.1616071681600223,0.12821215423118387,168292682933.23904
Arunachal Pradesh,East Siang,0.9991747751230681,0.2598169355058565,0.2070120876099895,162067510554.52643
Arunachal Pradesh,Kamle,0.9998038572081529,0.12242861280138519,0.0949967120100864,33835616441.293056
Arunachal Pradesh,Kra Daadi,0.9995749016517087,0.17775659181207218,0.1525938348355588,124700854703.01524
Arunachal Pradesh,Kurung Kumey,0.9991440116311882,0.1455136032034169,0.11492126107306755,281965811969.5214
Arunachal Pradesh,Leparada,0.9999763042245922,0.0,0.0,15365853658.585365
Arunachal Pradesh,Lohit,0.9995623459575605,0.1594907128048861,0.1273647483473696,121173469390.38907
Arunachal Pradesh,Longding,0.9996474068085192,0.12635122622661102,0.10196421183289492,78468208093.79565
Arunachal Pradesh,Lower Dibang Valley,0.9991255552172239,0.2412795696657155,0.18207788401488095,174418604659.10025
Arunachal Pradesh,Lower Siang,0.9998993253707475,0.06851378327897273,0.05661687190039615,36113989637.7962
Arunachal Pradesh,Lower Subansiri,0.9994110427346363,0.1801311271158003,0.14216297494235122,152112676059.25797
Arunachal Pradesh,Namsai,0.9993141178058922,0.1932277566862268,0.1488777764196519,205784883724.23596
Arunachal Pradesh,Pakke Kessang,0.9999516532063579,0.06014492753439493,0.057246376809815216,23333333333.463768
Arunachal Pradesh,Papum Pare,0.9995049060532941,0.19322277673739108,0.15317099229246844,135534090912.04292
Arunachal Pradesh,Shi-yomi,0.9998056952548542,0.1549192049150444,0.13592878592497273,57567567569.06027
Arunachal Pradesh,Siang,0.9997468484371899,0.14875330867804218,0.12254436904655375,79267241380.48814
Arunachal Pradesh,Tawang,0.9996903234344399,0.15399947614691717,0.12208723473648796,83525641028.48488
Arunachal Pradesh,Tirap,0.9998171414656393,0.08852566407199841,0.07388061993070826,59080717489.794846
Arunachal Pradesh,Upper Siang,0.999625274789765,0.15777698589553305,0.12695720001374233,110000000002.19589
Arunachal Pradesh,Upper Subansiri,0.9985429381740168,0.25549672820003577,0.19811803506886752,388809523816.7299
Arunachal Pradesh,West Kameng,0.9996914826173455,0.1318767580682083,0.11076928615417737,98813793104.9227
Arunachal Pradesh,West Siang,0.9993504677451035,0.19513363979363196,0.15636982025931426,148500000004.77704
Assam,Bajali,0.9999723951063719,0.06962180693253793,0.06358769709768387,18008565310.584583
Assam,Baksa,0.9995061059833633,0.2134854772525245,0.1667052532227332,101578260872.19177
Assam,Barpeta,0.9981864786157045,0.2759784478293449,0.2133107122265299,308363315702.68604
Assam,Biswanath,0.9996191547456778,0.2025776646445594,0.16234751781179707,90366972479.21124
Assam,Bongaigaon,0.9983328650478358,0.2715206535928932,0.20901616312236646,314199376953.472
Assam,Cachar,0.9993674492821972,0.23756628719247877,0.18488268624910362,111806051206.30904
Assam,Charaideo,0.999462988746011,0.2316387063783616,0.18048947485093467,102762331842.51395
Assam,Chirang,0.9991234128504702,0.2547013333955373,0.1976880942109407,187157534252.09943
Assam,Darrang,0.9989482654835166,0.2722970518030186,0.21069839740412014,168351214006.65012
Assam,Dhemaji,0.9990216336974901,0.24464752038848664,0.19153366524676502,155338645422.5471
Assam,Dhubri,0.9981306564423806,0.3071472244366784,0.23623046821748403,310906706636.9978
Assam,Dibrugarh,0.9994474158498338,0.23138013240263283,0.1792891481916148,101353092786.5874
Assam,Dima Hasao,0.9999887533167138,0.023488045006371538,0.022644163149848334,12236286919.911392
Assam,Goalpara,0.9985251449251509,0.2852719063518207,0.22141973733898657,209712230220.54343
Assam,Golaghat,0.9993102554790154,0.23965971405913827,0.1853319526204477,105768115945.52315
Assam,Hailakandi,0.9992178002214125,0.2565796733248489,0.198824422350351,127312295977.15085
Assam,Hojai,0.9985631037712055,0.2938022340829837,0.22661306097287695,196640926646.16614
Assam,Jorhat,0.9996695425646521,0.17851451708294871,0.14171228543321474,66807670616.90931
Assam,Kamrup,0.9994154683889631,0.2064655827039352,0.16061944931754132,88886449812.99326
Assam,Kamrup Metro,0.9996342312803431,0.22002596466835517,0.17140247386350108,77089729732.04926
Assam,Karbi Anglong,0.9990249662248301,0.22047481488886206,0.1726620567684063,148360995855.69122
Assam,Karimganj,0.9991802660808052,0.2756685814510514,0.2135937642244867,133062157224.70967
Assam,Kokrajhar,0.9991758080526548,0.26195856315598826,0.20319191271194356,167157534250.25253
Assam,Lakhimpur,0.9989389244790332,0.2663758210438268,0.20627934705489095,171170411989.5897
Assam,Majuli,0.999627165370115,0.19109670098191966,0.15421301697650042,82643884894.63223
Assam,Marigaon,0.99849617508411,0.2801037163260529,0.2163491227929906,228315905342.95645
Assam,Nagaon,0.9983282484341253,0.27045161658398315,0.20935235498662563,282838695067.6466
Assam,Nalbari,0.9995767907049076,0.1930422810962773,0.1523768616767765,87680221813.81439
Assam,North Cachar Hills,0.9996630069547904,0.17278983658748456,0.1359125044239098,68089080461.76084
Assam,Sibsagar,0.9997573938340985,0.16644622569164244,0.13434607746112612,55645109909.33506
Assam,Sivasagar,1.0,0.0,0.0,0.0
Assam,Sonitpur,0.9994853082032982,0.23104409868684841,0.18100966786671402,99175363211.01376
Assam,South Salmara Mankachar,0.9981504737396942,0.3352858623003425,0.256549179858689,306022514077.44086
Assam,Sribhumi,0.999922461785142,0.14476623226301263,0.12223323316786527,29217342342.579483
Assam,Tamulpur District,0.9999353158071653,0.1416242254443142,0.12318245479697959,25399159664.191177
Assam,Tinsukia,0.9994209291864447,0.2554299866917541,0.1988252028593258,104317073173.8776
Assam,Udalguri,0.9995040709074854,0.20556975972874847,0.15974311456385928,104154291925.80182
Assam,West Karbi Anglong,0.9997187132600638,0.08790705953151506,0.07655165080469455,49883268484.23721
BALANAGAR,IDPL COLONY,1.0,0.0,0.0,10000000000.0
Bihar,Araria,0.9955297619550124,0.30868001255078237,0.23842044060946022,831683375111.4988
Bihar,Arwal,0.9986530070204954,0.259715742386659,0.2023326157158705,265983493814.8103
Bihar,Aurangabad,0.9980148245319173,0.30358773496304886,0.2345583484534376,372826885067.0073
Bihar,Aurangabad(BH),0.9999933165761671,0.0,0.0,8536585365.853659
Bihar,Aurangabad(bh),0.9999658768138808,0.05681044628789059,0.04852085122490209,17354709418.97896
Bihar,Banka,0.9980153415230472,0.25733579247507216,0.1995107595154419,393769253128.99
Bihar,Begusarai,0.997717083592167,0.2958286734065781,0.22819720814307395,469762532987.1423
Bihar,Bhabua,0.9999900913631082,0.012557077625180746,0.012557077625180746,9520547945.39726
Bihar,Bhagalpur,0.9974039053815779,0.291673327125239,0.2260722331214891,468134652515.88934
Bihar,Bhojpur,0.9983613980505085,0.30975423082288567,0.23768401602458278,296434167788.2457
Bihar,Buxar,0.9986371723501207,0.3097993722142758,0.2383529636475552,274333630162.4754
Bihar,Darbhanga,0.9977685961693223,0.302569187064076,0.23322956423772204,460331297434.387
Bihar,East Champaran,0.9968567375256037,0.3270123730805035,0.2525024395720872,537930232566.42584
Bihar,Gaya,0.9970585380467862,0.30052223080851653,0.23260180145844453,554083296611.9622
Bihar,Gopalganj,0.997494499252119,0.31234359910305015,0.24118426537714735,460647282802.871
Bihar,Jamui,0.9969483212843696,0.30043435525302176,0.23269095298116815,583995243764.3794
Bihar,Jehanabad,0.9988706298501779,0.2740151223708199,0.21177127396215606,207755335371.06137
Bihar,Kaimur (Bhabua),0.9966335821390284,0.3052243085780086,0.2366291107046651,576567567577.7792
Bihar,Katihar,0.9953660590961425,0.3100280382348376,0.23966513090479546,882358078611.7778
Bihar,Khagaria,0.9973234722031669,0.31325453544874526,0.240543448398847,516962216630.7402
Bihar,Kishanganj,0.9906253770146378,0.31272333131361996,0.24294848084807685,1502312556473.1467
Bihar,Lakhisarai,0.9973579077052148,0.2839462993703889,0.2184784402116449,458036951507.5818
Bihar,Madhepura,0.9970281140733741,0.2881800517073737,0.2227272715274748,598374528703.9355
Bihar,Madhubani,0.9975159401545578,0.30986764552522034,0.23841490759190556,500743148284.687
Bihar,Monghyr,0.9999746849099364,0.0388544536260478,0.03787878787766634,14132231405.152893
Bihar,Munger,0.9974577274629284,0.30117321937834907,0.23321962049382852,478430311237.82764
Bihar,Muzaffarpur,0.997877609472138,0.29932531650330957,0.2315496203058169,380921072122.648
Bihar,Nalanda,0.9975620331982835,0.3026360055217621,0.2340398022101022,394284991148.75476
Bihar,Nawada,0.9981004620280786,0.2979411072729337,0.230333444978895,354649234698.3033
Bihar,Pashchim Champaran,0.9999387697455433,0.0914994871008847,0.07670366989151566,24637931034.678448
Bihar,Patna,0.9981252826113008,0.29695864949424866,0.22813076746926897,336926964270.4479
Bihar,Purba Champaran,0.9999788084764516,0.03335258232554686,0.030354181472725162,14054726368.281094
Bihar,Purbi Champaran,1.0,0.0,0.0,0.0
Bihar,Purnea,0.9996700795117739,0.13863036343261717,0.10646175714272801,89800569802.51907
Bihar,Purnia,0.9965222849634101,0.2923633438067568,0.22583567612240754,707082974454.0629
Bihar,Rohtas,0.9980301827941988,0.31809142754008235,0.2441767988759023,385202585143.88354
Bihar,Saharsa,0.9971277935212292,0.2995140240145599,0.23200160961512675,533594605990.0048
Bihar,Samastipur,0.9973271595260579,0.3129967667539145,0.24138225784620482,529753988090.9033
Bihar,Samstipur,0.9999875352551347,0.00925925925896804,0.00925925925896804,10931899641.665771
Bihar,Saran,0.9983363290177008,0.2988726280323698,0.23041148676783038,315338030284.83856
Bihar,Sheikhpura,0.9977900296628335,0.27463912006473656,0.21501352072838392,416167487691.2023
Bihar,Sheikpura,0.9999609809093587,0.046540880501731656,0.045283018866536684,16918238994.062893
Bihar,Sheohar,0.9972382212674481,0.29617313524948663,0.22463525438886622,539573934843.1017
Bihar,Sitamarhi,0.9962135046139124,0.31293463428121127,0.24216390614637714,575847934926.2687
Bihar,Siwan,0.998460048253753,0.28686433033815584,0.22127228970422358,302597709512.3394
Bihar,Supaul,0.997445343336456,0.3026166392694258,0.23453823209432634,513913043484.6224
Bihar,Vaishali,0.9976648240001815,0.29714123248454766,0.2300201855107497,464257112755.4355
Bihar,West Champaran,0.9941163993156121,0.3217537706969145,0.24969774113558446,885941969766.5848
Chandigarh,Chandigarh,0.9978807398500716,0.24483669675359787,0.19152804499915485,571682516463.6255
Chandigarh,Mohali,0.9999864122127032,0.0,0.0,10000000000.0
Chandigarh,Rupnagar,0.999989742552727,0.0,0.0,9705882352.970589
Chhatisgarh,Raipur,0.9999861605870125,0.0,0.0,10000000000.0
Chhattisgarh,Balod,0.9963260176326509,0.2881588599697566,0.22178232068856712,920659259271.8744
Chhattisgarh,Baloda Bazar,0.9962544082405073,0.28865046083766455,0.2228677767670945,836485799079.9357
Chhattisgarh,Balrampur,0.9957578746773491,0.31210013850521723,0.2396950646276075,755818373821.9738
Chhattisgarh,Bastar,0.9958018985704461,0.26678587017115757,0.20738107790485608,928993754344.8826
Chhattisgarh,Bemetara,0.9947991897407262,0.28565411717234523,0.22092877176972647,1281197119724.7488
Chhattisgarh,Bijapur,0.9982244828647145,0.2540507194162122,0.19538734377016026,292977303074.8322
Chhattisgarh,Bilaspur,0.9960362687799913,0.2931602395572913,0.22584268115221148,877550554479.6127
Chhattisgarh,Dakshin Bastar Dantewada,0.9989560812042814,0.21239310470271178,0.16738899756173636,282734042558.66644
Chhattisgarh,Dantewada,0.9991201286899629,0.13881127769721296,0.11058612356320546,265796460180.91916
Chhattisgarh,Dhamtari,0.9971821798935532,0.21734773004994212,0.1705420999058286,689521683682.321
Chhattisgarh,Durg,0.9973967187858481,0.25887502258311007,0.1999532545357632,580252230094.6882
Chhattisgarh,Gariyaband,0.9988456253753364,0.16918807546383968,0.13282159842399288,275786848078.4016
Chhattisgarh,Gaurela-pendra-marwahi,0.9994334428841254,0.2689774176323148,0.20822010568033295,143660714288.31894
Chhattisgarh,Gaurella Pendra Marwahi,1.0,0.0,0.0,0.0
Chhattisgarh,Janjgir - Champa,0.9999468988828837,0.056173864893180395,0.04836655592323213,24883720930.41473
Chhattisgarh,Janjgir Champa,0.9999809375787179,0.011111111110811566,0.010526315789179987,12309941520.494152
Chhattisgarh,Janjgir-champa,0.9960099607983964,0.31354768648367787,0.24295069677890144,951686602885.4077
Chhattisgarh,Jashpur,0.9971674416629841,0.2997411375405858,0.2316659893142351,640860927164.5923
Chhattisgarh,Kabeerdham,0.9954819755852273,0.2735166769240088,0.21414613317337655,1058368644081.3329
Chhattisgarh,Kanker,0.998407311813467,0.27105164373368934,0.208309344287552,401060070678.7743
Chhattisgarh,Kawardha,0.9913554802158537,0.3105471839038802,0.24028381657715114,1872262773735.305
Chhattisgarh,Khairagarh Chhuikhadan Gandai,0.9994388474605381,0.2879591345331123,0.2174629141850361,122735229761.88747
Chhattisgarh,Kondagaon,0.9952305635658816,0.27557909785355994,0.21171507774097068,1126085489322.6128
Chhattisgarh,Korba,0.9970927330130146,0.2754176629309821,0.21242465022127924,715803730025.8282
Chhattisgarh,Koriya,0.9982648298862891,0.19468656150805164,0.15590009972860752,421750291721.82574
Chhattisgarh,Mahasamund,0.9906945180860056,0.32972669923681014,0.2546937586766249,2253192182422.1294
Chhattisgarh,ManendragarhChirmiriBharatpur,0.9974092618887477,0.0,0.0,1040000000000.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,0.9997304038549051,0.17406286334965268,0.13685234795680562,45197080294.106544
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,0.9999665627206572,0.014536849222059984,0.013826910073988005,17241379310.365517
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,0.9980473438232103,0.33547862359822184,0.25933022770726294,424819532917.5201
Chhattisgarh,Mungeli,0.9936574778484423,0.2705387212806919,0.2094513726074229,1437657864535.3171
Chhattisgarh,Narayanpur,0.9908287035222835,0.28791030745982554,0.22371853014057969,2418441558449.6523
Chhattisgarh,Raigarh,0.9958879398617185,0.3114888463788358,0.23915924849381484,889461279480.2056
Chhattisgarh,Raipur,0.9972138342668688,0.2488160882360477,0.19314972237793337,695410348983.4808
Chhattisgarh,Rajnandgaon,0.9936572718676285,0.3204046642123201,0.24627254695554862,1550972553715.3037
Chhattisgarh,Sakti,0.9994717946881706,0.29765749054487595,0.2270382383714834,115083612043.66264
Chhattisgarh,Sarangarh-Bilaigarh,0.9995502390764244,0.289174139092468,0.22633081033477873,96216577543.04735
Chhattisgarh,Sukma,0.9972938965513272,0.30461019088090224,0.23348601486723938,573661971843.1375
Chhattisgarh,Surajpur,0.9970129434285496,0.2938280409476588,0.22468118168577397,620623538593.8461
Chhattisgarh,Surguja,0.9949816267508649,0.2758145436018362,0.21588268315902667,1086880486170.2953
Chhattisgarh,Uttar Bastar Kanker,0.9991613419585382,0.21799933222057646,0.16892604447153167,229645909650.20105
Dadra & Nagar Haveli,Dadra & Nagar Haveli,0.9998689222123723,0.08597374847142057,0.0773656898635289,46987179488.083336
Dadra and Nagar Haveli,Dadra and Nagar Haveli,0.9978679344450369,0.21664951607842547,0.16991871935026825,547436974796.42633
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,0.9996473372638129,0.17131845184453204,0.1360942543857716,96720779222.71577
Dadra and Nagar Haveli and Daman and Diu,Daman,0.9996246149671153,0.2169725835948714,0.1693709159128475,99899497488.7278
Dadra and Nagar Haveli and Daman and Diu,Diu,0.9999264760187677,0.05379383434704187,0.05156869058022041,27730496453.96454
Daman & Diu,Daman,0.9997448737498268,0.1186106013522422,0.10668407679004152,98750000000.36957
Daman & Diu,Diu,0.9998935416100843,0.03768638768539189,0.03477633477538051,47186147186.2619
Daman and Diu,Daman,0.999535819188475,0.13456011891953876,0.10057167997876228,158044871796.47116
Daman and Diu,Diu,0.9997302473075218,0.06753625245254301,0.06003548364043697,99606557378.22896
Darbhanga,Near University Thana,1.0,0.0,0.0,10000000000.0
Delhi,Central Delhi,0.996899234383803,0.25550407132445635,0.19977182322931902,716993185696.3993
Delhi,East Delhi,0.9896510016985922,0.2997138992652529,0.2321633273797692,1624483058218.288
Delhi,Najafgarh,0.9997477861962086,0.11788990825365009,0.11055045871251248,91100917432.19725
Delhi,New Delhi,0.9992903285320752,0.202005836521097,0.1554141679439845,192616136922.0624
Delhi,North Delhi,0.9894301808805637,0.3358898874661684,0.2585956069445406,2685551401878.0176
Delhi,North East,0.9954483620530024,0.3144853458565433,0.24172958766187602,1253548387104.1123
Delhi,North East   *,1.0,0.0,0.0,0.0
Delhi,North East Delhi,0.9819697195904364,0.30844207147828034,0.23902526396136967,3753458262359.4697
Delhi,North West Delhi,0.9900025611189919,0.310338254360628,0.24038610285086154,2264143409197.4346
Delhi,Shahdara,0.9974950771461617,0.2840893261219332,0.21672561897750367,496783088241.0046
Delhi,South Delhi,0.9940132156928378,0.3151475804038948,0.24219552782386186,1414403634993.359
Delhi,South East Delhi,0.99950627952235,0.2867997116462292,0.2204501710522055,115327868855.31831
Delhi,South West Delhi,0.9964466664583022,0.28567539048427304,0.2193178433737517,736979426439.6984
Delhi,West Delhi,0.989361971664727,0.31297652848070273,0.2415201674759585,1599024911040.536
Goa,Bardez,0.9999835266342181,0.0,0.0,11612903225.806452
Goa,Bicholim,1.0,0.0,0.0,10000000000.0
Goa,North Goa,0.9996574015105921,0.1495257338308715,0.12283806827694316,103201156548.5669
Goa,South Goa,0.9996263912808137,0.15985539153505643,0.1292214587709801,111993998910.65402
Goa,Tiswadi,0.9999916963522075,0.0,0.0,10000000000.0
Gujarat,Ahmadabad,0.9998478230168195,0.09688178328212421,0.08180422358326654,48912721894.349846
Gujarat,Ahmedabad,0.997714692217452,0.27124700656183753,0.20972868804462572,548102920160.8986
Gujarat,Amreli,0.9992764723532562,0.1994401323423015,0.15597028955676112,194482931729.84262
Gujarat,Anand,0.9993475310843414,0.1674151307258445,0.13338352377786097,180726135043.0843
Gujarat,Arvalli,0.9995039919087335,0.14789412711988423,0.11970953189423936,140651872401.404
Gujarat,Banas Kantha,0.9999483749081822,0.044625998546426834,0.0398329702240826,15991285403.468122
Gujarat,Banaskantha,0.997842757597032,0.2830581036068241,0.21788433447574498,451624109268.3198
Gujarat,Bharuch,0.9990904000668704,0.20280491366237413,0.1594362328819062,227204230009.3524
Gujarat,Bhavnagar,0.9988153834008374,0.23742326372621037,0.18407934717827087,295974333666.1374
Gujarat,Botad,0.9994914954913223,0.1377774873133768,0.11295277190742536,124644381225.20094
Gujarat,Chhotaudepur,0.9992625692761683,0.17084722749029424,0.13443659461226118,164763572682.0804
Gujarat,Dahod,0.9975171137635411,0.2705732708585259,0.2083606674427289,531486557728.2816
Gujarat,Dang,1.0,0.0,0.0,0.0
Gujarat,Devbhumi Dwarka,0.9994761504990343,0.14311296660830855,0.11497183400921186,142299185100.94293
Gujarat,Dohad,0.9995782469166583,0.1305324289690601,0.10449475061230666,88695345558.77444
Gujarat,Gandhinagar,0.9989355290332381,0.19911872637029668,0.1553448907603554,206970720723.36722
Gujarat,Gir Somnath,0.9992347995289895,0.16917300757060516,0.13547422920234817,174074855037.34692
Gujarat,Jamnagar,0.9992637858717939,0.2007367717827986,0.15599424061851264,181143883534.64615
Gujarat,Junagadh,0.9992607895932301,0.1895085477489499,0.14962658323728723,207472778366.00247
Gujarat,Kachchh,0.998989076106063,0.19404829557002454,0.1537196431953836,239940139676.8664
Gujarat,Kheda,0.9991282837797226,0.20983263407041852,0.163879150169854,229663389438.1106
Gujarat,Mahesana,0.9991050355727958,0.18693542580089204,0.14806277019963685,223865530305.798
Gujarat,Mahisagar,0.999379642238638,0.15734418185386795,0.1269315708338764,175931537600.51834
Gujarat,Morbi,0.9985527781546766,0.1905722031734882,0.14898168360763345,177083685548.2226
Gujarat,Narmada,0.9988507174562578,0.20838848832982093,0.16190154750147082,337022315205.9562
Gujarat,Navsari,0.9994232730629758,0.17166773977126895,0.13747312724375627,150688219448.74228
Gujarat,Panch Mahals,0.9999645606650968,0.03474720054202194,0.03001357312439729,17030878860.056295
Gujarat,Panchmahals,0.9987751577559802,0.2326054559326644,0.17977231273061597,306732937689.6089
Gujarat,Patan,0.998746246307099,0.23287757778856166,0.18068415613805827,245903328054.45245
Gujarat,Porbandar,0.9991572642857892,0.20252092881159744,0.16016725558122152,199206060609.2756
Gujarat,Rajkot,0.9982252877947869,0.21359798672211672,0.16770321944665362,312442514055.8537
Gujarat,Sabar Kantha,0.9999625698741809,0.03343895452823476,0.030329394914975306,16330827068.054512
Gujarat,Sabarkantha,0.9991877686306728,0.23205491738318934,0.18019777913682086,215159448822.13092
Gujarat,Surat,0.9974222045015324,0.2309622532839789,0.18104266882094797,445430635516.88434
Gujarat,Surendra Nagar,0.9989435093454295,0.21388063312768568,0.1675253476173944,277407694296.93884
Gujarat,Surendranagar,0.9999574088401436,0.05603546445259797,0.05346510492766785,18828696925.64739
Gujarat,Tapi,0.9993665704534034,0.1499911325812432,0.11934963204305618,182680886660.80383
Gujarat,The Dangs,0.9981876592060035,0.22063127488008316,0.17123607237534175,398649122811.76776
Gujarat,Vadodara,0.9989253657919845,0.23445655232706708,0.18183841766939515,260050165321.93912
Gujarat,Valsad,0.9989120949227268,0.20439887996905226,0.15951599766082145,264126659860.08765
Haryana,Akhera,0.9999750890566226,0.0,0.0,10000000000.0
Haryana,Ambala,0.9985195625585835,0.2182703752640654,0.17034570742169844,373159965039.2411
Haryana,Bhiwani,0.9986717411973467,0.23685969464235004,0.18408612391932383,366336025852.8404
Haryana,Charkhi Dadri,0.9994564409631284,0.23384624402315235,0.1803410757443022,135578386608.14243
Haryana,Faridabad,0.9945438760419658,0.2740093023868177,0.21059414160043002,697039957944.8386
Haryana,Fatehabad,0.9971703300631894,0.24923591140044501,0.19379662267218412,740065123016.7
Haryana,Gurgaon,0.997941704688219,0.25307067517669185,0.19599216561805644,413546459520.96185
Haryana,Gurugram,1.0,0.0,0.0,0.0
Haryana,Hisar,0.9972372354391825,0.24793449808519052,0.19097897099892364,679147005450.5417
