state,district,cluster,cluster_name,total_enrolments,total_demographic_updates,total_biometric_updates,updates_per_1000,mobility_indicator,digital_instability_index,saturation_ratio,enrolment_volatility_index,update_burden_index
Andhra Pradesh,Spsr Nellore,0,High Activity Urban,62.0,0.0,0.0,0.0,0.0,0.0,0.9499999999999998,1.0619930973524292,0.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,0,High Activity Urban,191.0,2515.0,829.0,5930.859916782247,0.09682089907294462,0.08227783365422676,1.4989236790606655,0.3241333639562362,55223300971.6306
Andhra Pradesh,Sri Sathya Sai,0,High Activity Urban,116.0,1829.0,939.0,5656.211419753086,0.1513926721372325,0.12781773934418597,1.4986997635933808,0.26462222330451535,51111111112.11709
Andhra Pradesh,Srikakulam,2,Moderate Balanced,583.0,13395.0,24604.0,42849.71970726687,0.27464040446167975,0.21035606290137154,1.4992705570291778,0.35979895504940573,399672955979.937
Andhra Pradesh,Tirupati,0,High Activity Urban,227.0,4092.0,1405.0,10679.286694101509,0.12471071605455433,0.10329145043035992,1.4988372093023257,0.35551603224057865,101934156379.51286
Andhra Pradesh,Visakhapatnam,2,Moderate Balanced,1033.0,17153.0,40987.0,44922.08899998723,0.25134159167050446,0.19511607963956126,1.4992021276595746,0.4113643710670417,415451327439.3613
Andhra Pradesh,Vizianagaram,1,Low Activity Rural,498.0,7454.0,15433.0,24443.08670316087,0.23717740313794544,0.18412422912952697,1.4992017879948913,0.3743217725080193,219468479608.97525
Andhra Pradesh,Warangal,0,High Activity Urban,132.0,3241.0,5364.0,11142.424242424242,0.1827659234165407,0.14613170522153926,1.4992052023121387,0.2302121459577079,103776223777.69347
Andhra Pradesh,West Godavari,1,Low Activity Rural,753.0,9809.0,23878.0,22931.022517534147,0.23165706575346384,0.1818830052494463,1.499555735056543,0.3611881800352704,211193798452.79388
Andhra Pradesh,Y. S. R,0,High Activity Urban,85.0,2967.0,1010.0,9325.734676742233,0.11528418963589462,0.09347048600693278,1.4985714285714287,0.274026283593114,88765743073.85495
Arunachal Pradesh,Anjaw,1,Low Activity Rural,8.0,93.0,183.0,13096.296296296297,0.20240832152303537,0.14765947559840556,1.4576923076923076,0.5437775774455852,123888888889.84723
Arunachal Pradesh,Changlang,1,Low Activity Rural,55.0,532.0,1472.0,24617.81746031746,0.13644138423107396,0.09364746096895456,1.49140625,0.6688277430156176,228142857146.00204
Arunachal Pradesh,Dibang Valley,3,High Mobility Transient,0.0,26.0,110.0,8000.0,0.08795518207069121,0.0677871148441558,,0.15453794143350366,80000000000.0
Arunachal Pradesh,East Kameng,1,Low Activity Rural,33.0,193.0,828.0,31131.81818181818,0.2607245442991635,0.19943241809637777,1.46875,0.5026117087860112,253636363644.65683
Arunachal Pradesh,East Siang,1,Low Activity Rural,30.0,428.0,276.0,18795.679012345678,0.269979720049822,0.22780681080287996,1.478846153846154,0.5096529171053364,156296296301.3426
Arunachal Pradesh,Kamle,0,High Activity Urban,1.0,11.0,4.0,2142.8571428571427,0.057142857141714284,0.028571428570857142,1.3625,0.5944190024552073,21428571428.57143
Arunachal Pradesh,Kra Daadi,1,Low Activity Rural,9.0,96.0,86.0,8337.962962962964,0.16888374782896656,0.14070432491294224,1.4694444444444443,0.6297268008005728,72777777779.57407
Arunachal Pradesh,Kurung Kumey,1,Low Activity Rural,29.0,72.0,157.0,8261.904761904761,0.18164682539433896,0.14910714285501392,1.465625,0.607811568600988,49375000005.90385
Arunachal Pradesh,Leparada,3,High Mobility Transient,0.0,1.0,1.0,1000.0,0.0,0.0,,0.0,10000000000.0
Arunachal Pradesh,Lohit,1,Low Activity Rural,28.0,214.0,280.0,10085.185185185186,0.18079290372677756,0.1348224244492916,1.4842857142857144,0.5364514258380066,77500000004.15231
Arunachal Pradesh,Longding,1,Low Activity Rural,481.0,123.0,350.0,3481.7607295219236,0.12188292188107759,0.09720369720211898,1.4851351351351352,1.0642850822068595,30810810811.34897
Arunachal Pradesh,Lower Dibang Valley,1,Low Activity Rural,16.0,339.0,271.0,53616.666666666664,0.219436090222334,0.18068922305484228,1.43125,0.44587000427756107,521000000001.82996
Arunachal Pradesh,Lower Siang,0,High Activity Urban,8.0,25.0,46.0,3263.8888888888887,0.06613756613626859,0.05026455026347946,1.4633333333333334,0.310020086972007,27777777778.685184
Arunachal Pradesh,Lower Subansiri,1,Low Activity Rural,8.0,165.0,876.0,45287.87878787879,0.19415890433434366,0.14829729723316618,1.4725,0.335432019063558,445454545455.6591
Arunachal Pradesh,Namsai,1,Low Activity Rural,23.0,245.0,1340.0,37961.25,0.18367965367679379,0.14174117548882761,1.4842857142857144,0.33981473297691506,372250000001.15
Arunachal Pradesh,Pakke Kessang,3,High Mobility Transient,0.0,11.0,7.0,2571.4285714285716,0.03571428571339286,0.03571428571339286,,0.19065280265180148,25714285714.285713
Arunachal Pradesh,Papum Pare,1,Low Activity Rural,68.0,551.0,941.0,13718.824110671936,0.20222709133256572,0.15972434554089393,1.4938888888888888,0.38327540536128735,122717391306.91847
Arunachal Pradesh,Shi-yomi,0,High Activity Urban,1.0,11.0,70.0,11083.333333333334,0.06666666666533333,0.033333333332666665,1.3625,0.534785579473566,86666666671.5
Arunachal Pradesh,Siang,0,High Activity Urban,4.0,47.0,41.0,4781.25,0.15768849206052124,0.12931547618796008,1.45,0.44757455417487707,40625000001.4375
Arunachal Pradesh,Tawang,0,High Activity Urban,38.0,148.0,205.0,7515.811965811967,0.13901376401095167,0.10051060050844923,1.4794285714285715,0.46017478620433777,65384615386.40883
Arunachal Pradesh,Tirap,0,High Activity Urban,19.0,364.0,437.0,12544.540229885059,0.10314404485854171,0.07853394731029517,1.4854938271604938,0.2549012792909249,116034482760.35345
Arunachal Pradesh,Upper Siang,0,High Activity Urban,12.0,67.0,124.0,5881.944444444444,0.13768274853525617,0.11315789473447191,1.4739583333333333,0.3185902766155459,42500000003.048615
Arunachal Pradesh,Upper Subansiri,1,Low Activity Rural,5.0,65.0,179.0,20361.11111111111,0.26857864357451944,0.22474747474374357,1.388095238095238,0.5871863011477342,151111111121.1111
Arunachal Pradesh,West Kameng,0,High Activity Urban,17.0,136.0,713.0,12373.015873015873,0.12425903020845726,0.1064831993376548,1.4905172413793104,0.4293530341409346,113333333335.39154
Arunachal Pradesh,West Siang,1,Low Activity Rural,22.0,190.0,335.0,8880.208333333334,0.19264788391175092,0.15522421109366058,1.4791666666666667,0.47205552967463144,49062500006.98021
Assam,Bajali,0,High Activity Urban,3.0,63.0,3.0,1637.5,0.04062499999889323,0.03749999999893229,1.48625,0.1620447212853277,16250000000.025
Assam,Baksa,1,Low Activity Rural,301.0,1262.0,1385.0,7788.5616489881895,0.20619614011255452,0.16052064230577542,1.497355769230769,0.5974108700702447,57582938392.03209
Assam,Barpeta,1,Low Activity Rural,1177.0,7261.0,11036.0,34131.03481055981,0.27575501389489077,0.2084477172939415,1.498248407643312,0.6487027629593735,301093750005.8429
Assam,Biswanath,1,Low Activity Rural,192.0,1142.0,1221.0,9496.853281853282,0.2170425118520625,0.1756441836715436,1.4947906026557711,0.41448510833012453,79513513516.08044
Assam,Bongaigaon,1,Low Activity Rural,314.0,2816.0,4262.0,26977.398153735874,0.27009055559571027,0.21132379483086502,1.4969444444444444,0.6225214644437638,236111111116.29993
Assam,Cachar,1,Low Activity Rural,2999.0,5730.0,8064.0,13134.311599157489,0.23058435196062388,0.18041720579200626,1.4991171749598717,0.5474322189183373,106425196854.48184
Assam,Charaideo,1,Low Activity Rural,91.0,1054.0,866.0,13415.438034188033,0.2181560727949528,0.168845244232445,1.4938725490196079,0.5477324119785678,112019230772.9077
Assam,Chirang,1,Low Activity Rural,192.0,1100.0,2297.0,18005.147058823528,0.24438824401499493,0.18564395026436276,1.4957792207792209,0.5452465978489237,148382352946.5347
Assam,Darrang,1,Low Activity Rural,1565.0,3598.0,3548.0,17640.001540825702,0.265058679714948,0.20496961856216372,1.4969444444444444,0.7413959006740425,148251366124.30002
Assam,Dhemaji,1,Low Activity Rural,1102.0,1811.0,2351.0,12977.552360964097,0.2446971070661322,0.19684343176422597,1.4958955223880597,0.7022001705390902,100222222226.99924
Assam,Dhubri,1,Low Activity Rural,1669.0,8215.0,6150.0,30259.636779267254,0.31065826525746854,0.2415474144215544,1.4979553903345724,0.6017534974700653,269672727277.6167
Assam,Dibrugarh,1,Low Activity Rural,1047.0,2752.0,3676.0,10726.697739290361,0.2358773412212509,0.18572599799683132,1.4981967213114753,0.5253894035539912,88214285717.40892
Assam,Dima Hasao,0,High Activity Urban,2.0,31.0,4.0,1296.2962962962963,0.03703703703580247,0.03703703703580247,1.4725,0.36550490779867106,12962962962.962963
Assam,Goalpara,1,Low Activity Rural,741.0,3017.0,2081.0,16855.32639986734,0.27195882351923667,0.20981753721842236,1.495167004048583,0.7327657264084295,141103896107.7283
Assam,Golaghat,1,Low Activity Rural,1577.0,3030.0,3006.0,11792.43639289621,0.25051071883394,0.19616014581129787,1.4977551020408162,0.6367196804271037,87408906887.34476
Assam,Hailakandi,1,Low Activity Rural,624.0,2330.0,2365.0,12607.353548496083,0.26662861971786805,0.20548325977367296,1.4971354166666666,0.5785989301014236,102205128208.4005
Assam,Hojai,1,Low Activity Rural,475.0,1796.0,2822.0,18407.370422570693,0.26467662537620756,0.2058591415801511,1.4934274193548387,0.6214530439859247,141496062998.26025
Assam,Jorhat,1,Low Activity Rural,601.0,1409.0,2093.0,6316.57877993442,0.18195233020524101,0.14886052148945836,1.4983870967741935,0.5226695810122741,50843023257.95893
Assam,Kamrup,1,Low Activity Rural,1395.0,4542.0,5218.0,11511.32371292606,0.21905449936022378,0.1712353035563189,1.498875255623722,0.568636373687273,97439024392.93916
Assam,Kamrup Metro,1,Low Activity Rural,1070.0,2696.0,4691.0,11151.99897530477,0.207837575856836,0.15790326826354328,1.4988069414316705,0.522372498690022,98784648189.74316
Assam,Karbi Anglong,1,Low Activity Rural,434.0,4205.0,3347.0,21716.656037414967,0.22537306799383489,0.1771233989027381,1.4971330275229358,0.6490713825055044,174241071435.48288
Assam,Karimganj,1,Low Activity Rural,1828.0,3316.0,4343.0,13544.14508314793,0.2656688857501389,0.20709733989141035,1.4981967213114753,0.616582236803034,111354838713.33327
Assam,Kokrajhar,1,Low Activity Rural,801.0,2984.0,3957.0,16906.79982064386,0.2542625546131728,0.20014308981612197,1.4961514778325122,0.5778994019444272,143433476398.9206
Assam,Lakhimpur,1,Low Activity Rural,544.0,3740.0,2518.0,20950.675130441,0.28063510033535216,0.21669264199281013,1.4970588235294118,0.6375359289239663,177407407412.41092
Assam,Majuli,1,Low Activity Rural,41.0,244.0,249.0,7083.917340521114,0.16681485499910792,0.13732947391440892,1.4892156862745098,0.5984281445351015,59433962266.11667
Assam,Marigaon,1,Low Activity Rural,705.0,4302.0,5287.0,35052.50187775799,0.2925936507611781,0.22482721670110387,1.496783625730994,0.6968580671051198,316179775285.70026
Assam,Nagaon,1,Low Activity Rural,969.0,9031.0,16037.0,38103.28994354326,0.26033024475023875,0.19801350038733154,1.4987238979118331,0.6662639844305068,339757174399.1345
Assam,Nalbari,1,Low Activity Rural,377.0,1543.0,1390.0,6557.8185975244805,0.19564415437536845,0.15082009738175464,1.498172757475083,0.5713222443208326,52875816995.604675
Assam,North Cachar Hills,1,Low Activity Rural,61.0,338.0,442.0,9399.386724386724,0.17895058480275164,0.14253150505402606,1.4860887096774194,0.5346996298378056,85454545455.86378
Assam,Sibsagar,1,Low Activity Rural,271.0,1171.0,1067.0,5354.473067915691,0.16408526212022306,0.13270972318372945,1.498172757475083,0.5115706284343154,43672131149.26099
Assam,Sonitpur,1,Low Activity Rural,1302.0,5114.0,2646.0,11394.235968779785,0.23600033613992707,0.18709445048489476,1.4988517745302714,0.58610844381189,100408163267.39015
Assam,South Salmara Mankachar,1,Low Activity Rural,91.0,919.0,282.0,14573.401219992129,0.306271988033725,0.23752589273359603,1.4857954545454546,0.6341074340300218,96136363644.69171
Assam,Sribhumi,0,High Activity Urban,21.0,580.0,51.0,3014.8514851485147,0.13556732046531247,0.11390325845504866,1.49725,0.18093338353071514,29108910891.294556
Assam,Tamulpur District,0,High Activity Urban,10.0,103.0,7.0,2135.6589147286822,0.14280177186767637,0.12220376522353209,1.4855263157894738,0.27576006127066505,17906976744.837208
Assam,Tinsukia,1,Low Activity Rural,770.0,3730.0,2022.0,13029.965324530542,0.25623337844590255,0.2001754306506604,1.4982539682539682,0.5429408492826046,109088050318.09755
Assam,Udalguri,1,Low Activity Rural,321.0,2079.0,2135.0,11181.997890600042,0.20440682543861247,0.1605693764613683,1.497985347985348,0.5573461115897721,95806451615.57626
Assam,West Karbi Anglong,0,High Activity Urban,384.0,112.0,392.0,5541.491596638655,0.0753759398478325,0.06813909774266852,1.4901785714285716,0.8229896376387791,46071428572.83489
Bihar,Araria,2,Moderate Balanced,2190.0,18642.0,19121.0,83874.70862312472,0.3114027194631219,0.24073876994803298,1.4978346456692913,0.7753582538430189,782528301894.3789
Bihar,Arwal,1,Low Activity Rural,632.0,2223.0,4048.0,23310.79749652284,0.23052686854878676,0.17900232208227695,1.4965625,0.6680030490151653,200993788824.66174
Bihar,Aurangabad,2,Moderate Balanced,1357.0,13457.0,12579.0,50376.577722299386,0.31093340987788326,0.23891374753582256,1.4983516483516484,0.5571960268872699,459273743022.9684
Bihar,Aurangabad(BH),3,High Mobility Transient,0.0,1.0,0.0,1000.0,0.0,0.0,,0.3336424046406526,10000000000.0
Bihar,Aurangabad(bh),0,High Activity Urban,8.0,44.0,12.0,1405.4054054054054,0.042792792791422674,0.042792792791422674,1.4838235294117648,0.3787687147178377,12972972973.18919
Bihar,Banka,2,Moderate Balanced,1287.0,10657.0,12347.0,44452.63444543128,0.2512739989854256,0.1946983418534159,1.498401162790698,0.6492898601184051,413388888893.1485
Bihar,Begusarai,2,Moderate Balanced,1348.0,11248.0,14714.0,44276.29543420134,0.2830485795550684,0.2193526992930065,1.498525469168901,0.702919141210991,398056994825.136
Bihar,Bhabua,0,High Activity Urban,2.0,17.0,6.0,1235.2941176470588,0.01470588235257353,0.01470588235257353,1.4676470588235293,0.3474568213857472,11176470588.470589
Bihar,Bhagalpur,2,Moderate Balanced,3170.0,11045.0,18004.0,37786.12701397474,0.274601568681035,0.2142237193314359,1.4986935866983373,0.6588501236544546,333552941182.5868
Bihar,Bhojpur,2,Moderate Balanced,1674.0,12425.0,10658.0,29302.26526530749,0.30608131005643674,0.2348623091603415,1.498875255623722,0.5322498419371025,245523255821.6066
Bihar,Buxar,1,Low Activity Rural,1029.0,7850.0,6315.0,27822.172811224536,0.29872335711418224,0.2331726937689844,1.4983483483483484,0.5307725028749396,243160919545.41995
Bihar,Darbhanga,2,Moderate Balanced,2510.0,17907.0,23125.0,43263.85719033818,0.3051080548903441,0.2354902505405942,1.499046793760832,0.6162575868487726,378511705693.5467
Bihar,East Champaran,2,Moderate Balanced,5159.0,27752.0,25669.0,54634.90507044176,0.32240565075860517,0.2486334551933224,1.4990036231884059,0.5749711249443343,493357271102.3335
Bihar,Gaya,2,Moderate Balanced,2804.0,18279.0,20472.0,53919.38878190231,0.296583245089826,0.2290610238159986,1.498696682464455,0.6404203888112211,491935483877.4168
Bihar,Gopalganj,2,Moderate Balanced,1601.0,12863.0,13149.0,57267.45929705597,0.32829129754504655,0.25270904093005137,1.4981164383561643,0.630880018384785,528456375844.8861
Bihar,Jamui,1,Low Activity Rural,886.0,8155.0,7141.0,66580.9640060326,0.32336064853455637,0.24997705278614224,1.492930528375734,0.6822877131963094,609407894745.0131
Bihar,Jehanabad,1,Low Activity Rural,694.0,4082.0,4307.0,22809.758980710398,0.2541965308532399,0.1978717884916647,1.497608695652174,0.5571286246733872,203247863251.51025
Bihar,Kaimur (Bhabua),1,Low Activity Rural,1404.0,6709.0,9373.0,53053.959489084635,0.31227818636147237,0.24234686550659207,1.4962837837837837,0.6262389409249433,447763157906.5396
Bihar,Katihar,2,Moderate Balanced,1944.0,16377.0,26893.0,88876.49928648761,0.30214073062091246,0.23390584324186287,1.498172757475083,0.6230878967123273,829558359629.1055
Bihar,Khagaria,1,Low Activity Rural,779.0,5623.0,7641.0,46251.08839367824,0.29864422595925055,0.22903563368052146,1.4951544943820223,0.622833584987531,421513513519.0601
Bihar,Kishanganj,4,Oversaturated Stable,854.0,20333.0,24609.0,349423.71735229675,0.3140421557053388,0.24474664482470512,1.49375,0.6024833088747492,3374432989707.168
Bihar,Lakhisarai,1,Low Activity Rural,534.0,5876.0,3675.0,38232.26309008452,0.2935480181094981,0.22557988252068226,1.495985401459854,0.6520535208581832,327571428579.35925
Bihar,Madhepura,1,Low Activity Rural,1118.0,9179.0,10293.0,47675.76143814133,0.2837138005471457,0.2196725389465666,1.4977822580645161,0.7002513300582067,431889763785.91113
Bihar,Madhubani,2,Moderate Balanced,3305.0,19514.0,28296.0,55858.22030511676,0.3099014377907005,0.23705218160847283,1.4990265486725665,0.6169397437508557,513447098982.7005
Bihar,Monghyr,0,High Activity Urban,1.0,25.0,12.0,1666.6666666666667,0.04365079364943783,0.04365079364943783,1.4633333333333334,0.35238715619125544,15714285714.47619
Bihar,Munger,1,Low Activity Rural,571.0,4958.0,4155.0,33931.09678484245,0.30121214536992436,0.2348372537262091,1.495985401459854,0.6309456556335322,287714285721.2513
Bihar,Muzaffarpur,2,Moderate Balanced,2236.0,23676.0,21506.0,48657.16501010973,0.3014403062314179,0.2326844725571466,1.4991419656786271,0.5495445650763725,445357686459.4944
Bihar,Nalanda,2,Moderate Balanced,1368.0,14799.0,11941.0,38312.25017631762,0.29396556030156024,0.22722486225690217,1.498429648241206,0.6375138919235026,333638554224.0857
Bihar,Nawada,1,Low Activity Rural,1379.0,7772.0,5220.0,22184.547019397734,0.3014312622951507,0.23221996846237716,1.4966163793103449,0.6428176312285231,188503401365.18988
Bihar,Pashchim Champaran,0,High Activity Urban,665.0,99.0,78.0,2891.6666666666665,0.08180555555354965,0.06972222222044236,1.490677966101695,0.30361929977766194,28333333333.45
Bihar,Patna,2,Moderate Balanced,2536.0,29243.0,24726.0,44436.87139802623,0.2812661717805232,0.21608886132908478,1.4993475682087782,0.6014882589622774,405310668235.5028
Bihar,Purba Champaran,0,High Activity Urban,18.0,89.0,25.0,1312.7572016460904,0.026337448558924552,0.021399176954085046,1.492283950617284,0.2698272325452889,12222222222.401234
Bihar,Purbi Champaran,0,High Activity Urban,1222.0,0.0,0.0,0.0,0.0,0.0,1.0325888568683959,0.47011013061222184,0.0
Bihar,Purnea,0,High Activity Urban,34.0,201.0,184.0,4854.377104377104,0.10524562938079254,0.08196251744710568,1.4916666666666667,0.4588595997192784,43787878788.727905
Bihar,Purnia,2,Moderate Balanced,2832.0,11511.0,20465.0,50450.855809908724,0.2795671193870884,0.21678922385402916,1.4983823529411764,0.7156441139847917,458514285720.3367
Bihar,Rohtas,1,Low Activity Rural,949.0,11244.0,10762.0,42356.62190349513,0.3095684337130051,0.23772527714521663,1.4984507042253523,0.5131771111194933,376287262879.65094
Bihar,Saharsa,2,Moderate Balanced,1837.0,7282.0,12374.0,52707.386827259215,0.2965627268862097,0.22698908942820215,1.49739336492891,0.6686375819690686,485674418610.078
Bihar,Samastipur,2,Moderate Balanced,2413.0,21107.0,20255.0,55555.69920187388,0.3045606462302188,0.23546045897171078,1.4989021956087825,0.5902182392280384,508282442754.937
Bihar,Samstipur,0,High Activity Urban,7.0,39.0,17.0,1091.8367346938776,0.006802721088208616,0.006802721088208616,1.4842857142857144,0.22497396067768774,10408163265.408163
Bihar,Saran,2,Moderate Balanced,2638.0,17021.0,18068.0,34162.790830768434,0.3088991153188732,0.2373767585030534,1.499047977624785,0.5992103233410045,309768786131.6594
